front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
NE,4,2,3,21,No,0,No,No,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1070000.0,5350.0
E,4,4,3,20,Yes,0,Yes,No,No,Yes,Yes,Yes,No,216,0,Yes,Yes,No,Yes,No,المونسية,East of Riyadh,1900000.0,8796.296296296296
N,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1450000.0,4833.333333333333
W,4,4,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,360,2,Yes,Yes,No,No,No,القادسية,East of Riyadh,1950000.0,5416.666666666667
N,4,2,5,20,Yes,0,No,Yes,No,Yes,Yes,Yes,No,360,2,Yes,No,No,No,No,عكاظ,South of Riyadh,1380000.0,3833.3333333333335
S,5,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1650000.0,4400.0
N,5,3,5,20,Yes,3,No,Yes,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1100000.0,5500.0
N,3,2,4,20,No,0,No,No,Yes,Yes,Yes,Yes,No,360,0,No,No,Yes,No,No,عكاظ,South of Riyadh,940000.0,2611.1111111111118
NE,4,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,276,1,Yes,Yes,No,No,No,القادسية,East of Riyadh,1900000.0,6884.057971014493
S,3,4,4,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,360,0,Yes,Yes,No,No,No,الياسمين,North of Riyadh,4350000.0,12083.333333333334
W,4,3,4,40,No,0,No,Yes,No,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
SW,4,3,4,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,250,1,Yes,No,No,No,No,طويق,West of Riyadh,1270000.0,5080.0
E,4,3,4,20,No,0,No,Yes,Yes,Yes,No,Yes,No,347,0,No,No,No,No,No,بدر,South of Riyadh,900000.0,2593.6599423631123
N,5,3,5,15,Yes,2,Yes,No,No,Yes,Yes,Yes,Yes,250,0,No,No,No,No,No,طويق,West of Riyadh,1250000.0,5000.0
W,4,2,5,15,Yes,0,Yes,No,No,Yes,Yes,Yes,No,300,1,Yes,Yes,No,No,No,النرجس,North of Riyadh,2500000.0,8333.333333333334
E,5,2,5,15,No,0,No,No,Yes,Yes,Yes,Yes,No,397,2,Yes,Yes,No,No,No,الرمال,East of Riyadh,1730000.0,4357.682619647355
S,4,2,4,17,Yes,0,No,Yes,No,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,طيبة,South of Riyadh,840000.0,3360.0
E,3,1,3,15,No,2,No,No,No,Yes,No,No,No,400,0,No,No,No,No,No,طويق,West of Riyadh,1100000.0,2750.0
N,3,1,3,20,No,0,No,No,No,Yes,No,Yes,No,300,0,No,No,No,No,No,عكاظ,South of Riyadh,690000.0,2300.0
N,5,1,3,20,No,0,No,No,Yes,Yes,No,Yes,No,250,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,630000.0,2520.0
W,3,2,4,15,Yes,0,No,No,Yes,Yes,No,Yes,No,360,0,No,No,No,No,No,القدس,East of Riyadh,3000000.0,8333.333333333334
S,3,1,3,15,No,10,No,No,No,Yes,No,Yes,No,400,3,No,No,No,No,No,اشبيلية,East of Riyadh,2000000.0,5000.0
W,5,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,Yes,250,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2200000.0,8800.0
W,3,2,2,10,No,30,No,No,No,Yes,No,No,No,500,1,No,No,No,No,No,النسيم الغربي,East of Riyadh,1030000.0,2060.0
S,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,Yes,Yes,No,No,طويق,West of Riyadh,1650000.0,4400.0
S,4,2,4,20,Yes,0,No,No,No,Yes,Yes,No,Yes,200,0,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1400000.0,7000.0
N,4,2,5,20,No,10,Yes,Yes,Yes,Yes,Yes,Yes,No,490,3,Yes,No,Yes,Yes,No,قرطبة,East of Riyadh,2850000.0,5816.326530612245
W,5,2,3,20,No,0,No,No,No,Yes,No,No,No,437,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,980000.0,2242.562929061785
S,5,1,5,15,Yes,0,Yes,No,No,Yes,Yes,Yes,No,304,0,Yes,Yes,No,No,No,الياسمين,North of Riyadh,3300000.0,10855.263157894737
N,5,2,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,360,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,2500000.0,6944.444444444444
S,4,2,3,15,No,0,No,No,No,Yes,No,No,No,260,2,No,Yes,No,No,No,النرجس,North of Riyadh,2300000.0,8846.153846153846
N,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,العوالي,West of Riyadh,1250000.0,4166.666666666667
N,4,5,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,271,1,Yes,No,No,No,No,الجنادرية,East of Riyadh,1350000.0,4981.549815498155
N,5,3,4,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,Yes,Yes,طويق,West of Riyadh,1420000.0,4733.333333333333
N,4,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,230,0,Yes,No,No,No,No,بدر,South of Riyadh,950000.0,4130.434782608696
N,4,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,2,Yes,Yes,No,No,No,المونسية,East of Riyadh,2300000.0,7666.666666666667
N,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,250,1,No,No,No,No,No,طويق,West of Riyadh,1250000.0,5000.0
N,4,2,5,17,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,Yes,No,No,طويق,West of Riyadh,1350000.0,4500.0
N,4,1,3,15,Yes,0,No,No,No,Yes,No,No,Yes,230,1,Yes,Yes,No,No,No,الخليج,East of Riyadh,1750000.0,7608.695652173913
E,5,2,5,15,Yes,0,No,No,Yes,Yes,No,Yes,Yes,300,0,No,No,No,No,No,طويق,West of Riyadh,1100000.0,3666.6666666666665
W,4,3,5,15,No,0,No,No,No,Yes,No,Yes,No,300,1,Yes,No,No,No,No,النرجس,North of Riyadh,2550000.0,8500.0
N,5,1,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,375,0,Yes,Yes,No,Yes,No,المهدية,West of Riyadh,2100000.0,5600.0
NW,3,2,3,18,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,1,No,No,No,No,No,بدر,South of Riyadh,1170000.0,3900.0
N,5,3,4,14,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,النرجس,North of Riyadh,2850000.0,9500.0
W,4,4,5,15,Yes,0,No,No,No,Yes,Yes,Yes,No,310,2,Yes,No,No,No,No,السعادة,East of Riyadh,1700000.0,5483.870967741936
E,3,2,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,315,2,Yes,No,No,No,No,الرمال,East of Riyadh,1600000.0,5079.36507936508
N,5,2,4,15,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,375,2,Yes,No,No,No,No,النهضة,East of Riyadh,2250000.0,6000.0
E,5,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,بدر,South of Riyadh,920000.0,3680.0
N,5,2,5,20,Yes,0,No,No,No,Yes,No,Yes,No,200,0,No,Yes,No,No,No,المهدية,West of Riyadh,1650000.0,8250.0
E,4,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,280,0,Yes,No,No,No,No,طويق,West of Riyadh,1130000.0,4035.714285714286
NW,5,1,5,25,Yes,5,No,Yes,Yes,Yes,No,Yes,No,430,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,3300000.0,7674.418604651163
SW,6,5,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,378,2,Yes,No,No,No,No,النهضة,East of Riyadh,2200000.0,5820.10582010582
S,5,1,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,360,2,Yes,No,No,No,No,طويق,West of Riyadh,1500000.0,4166.666666666667
SE,3,3,3,20,No,0,No,No,No,Yes,No,Yes,No,300,0,Yes,No,No,No,No,السويدي,West of Riyadh,770000.0,2566.6666666666665
E,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,1,Yes,Yes,Yes,No,No,طويق,West of Riyadh,1650000.0,4400.0
S,5,1,5,20,No,0,No,No,No,Yes,No,No,No,312,2,Yes,No,No,No,No,الرمال,East of Riyadh,1800000.0,5769.2307692307695
NE,4,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,500,0,Yes,Yes,No,No,No,العارض,North of Riyadh,4300000.0,8600.0
E,3,1,4,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,No,No,العزيزية,South of Riyadh,680000.0,2266.6666666666665
E,5,2,5,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,254,1,Yes,No,No,No,No,الرمال,East of Riyadh,1240000.0,4881.889763779527
W,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,320,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,3750.0
N,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,1900000.0,5066.666666666667
NE,4,2,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,290,1,Yes,No,No,No,No,بدر,South of Riyadh,1200000.0,4137.931034482759
NE,4,3,5,20,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,400,1,Yes,No,Yes,Yes,Yes,المهدية,West of Riyadh,2250000.0,5625.0
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,230,0,Yes,No,No,No,No,بدر,South of Riyadh,850000.0,3695.652173913044
N,4,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,4333.333333333333
E,5,3,5,20,No,1,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1400000.0,4666.666666666667
E,3,3,4,20,No,7,No,No,Yes,Yes,No,Yes,No,421,2,No,No,No,No,No,عكاظ,South of Riyadh,1500000.0,3562.945368171021
E,5,3,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,216,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2300000.0,10648.148148148148
N,7,1,5,15,No,13,No,No,No,Yes,No,No,No,650,3,No,No,No,No,No,الجنادرية,East of Riyadh,1800000.0,2769.230769230769
N,4,2,4,18,Yes,0,No,No,No,Yes,No,No,No,250,0,No,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1230000.0,4920.0
NW,4,2,3,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,الحزم,West of Riyadh,1450000.0,4833.333333333333
E,4,5,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,360,2,Yes,No,No,No,No,بدر,South of Riyadh,1170000.0,3250.0
NW,7,2,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,0,Yes,No,No,No,No,العزيزية,South of Riyadh,1300000.0,4333.333333333333
N,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1090000.0,3633.3333333333335
E,5,4,5,17,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,بدر,South of Riyadh,1175000.0,3916.6666666666665
E,4,1,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
S,5,2,5,18,No,0,No,Yes,Yes,Yes,Yes,Yes,No,407,0,No,No,No,No,No,بدر,South of Riyadh,1020000.0,2506.142506142506
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,396,2,Yes,No,No,No,No,طويق,West of Riyadh,1600000.0,4040.40404040404
S,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,360,0,Yes,No,No,No,No,القيروان,North of Riyadh,3500000.0,9722.222222222224
N,4,2,5,25,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
SE,1,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,216,0,Yes,No,No,No,No,طويق,West of Riyadh,1050000.0,4861.111111111111
E,5,1,4,15,No,0,No,No,No,Yes,Yes,Yes,Yes,250,0,No,Yes,No,No,No,طويق,West of Riyadh,1200000.0,4800.0
S,4,2,4,15,No,6,Yes,No,Yes,Yes,Yes,Yes,No,400,2,Yes,No,No,No,No,الملقا,North of Riyadh,2950000.0,7375.0
W,5,2,5,25,Yes,0,No,Yes,Yes,Yes,No,Yes,No,323,2,Yes,No,No,No,No,السعادة,East of Riyadh,1700000.0,5263.1578947368425
W,4,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1250000.0,5000.0
E,3,2,4,20,Yes,0,No,Yes,No,Yes,No,Yes,No,420,2,Yes,No,No,No,No,ديراب,West of Riyadh,1450000.0,3452.3809523809523
S,3,1,3,15,No,20,No,Yes,Yes,Yes,Yes,Yes,No,900,0,No,No,Yes,No,No,النهضة,East of Riyadh,3500000.0,3888.8888888888887
E,4,3,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,Yes,No,No,No,الرمال,East of Riyadh,2050000.0,5466.666666666667
N,5,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,305,2,Yes,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1500000.0,4918.0327868852455
W,7,2,5,20,Yes,1,No,No,Yes,Yes,No,Yes,No,375,2,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1900000.0,5066.666666666667
S,5,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,ظهرة نمار,West of Riyadh,950000.0,4750.0
W,4,2,5,25,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,210,0,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1300000.0,6190.476190476191
E,4,2,5,20,No,0,No,No,Yes,Yes,Yes,Yes,No,360,0,Yes,No,No,No,No,عكاظ,South of Riyadh,730000.0,2027.7777777777776
N,5,3,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,308,1,Yes,No,No,No,No,النهضة,East of Riyadh,1800000.0,5844.1558441558445
E,4,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,270,1,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,4814.814814814815
N,5,3,5,21,Yes,4,No,No,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1100000.0,5500.0
N,3,1,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1700000.0,5666.666666666667
NE,4,1,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,225,1,Yes,No,No,No,No,بدر,South of Riyadh,980000.0,4355.555555555556
W,3,1,3,15,Yes,0,No,No,No,Yes,No,Yes,No,310,2,Yes,No,No,No,No,السعادة,East of Riyadh,1750000.0,5645.1612903225805
W,3,1,4,20,No,4,No,No,No,Yes,No,No,No,399,2,No,No,No,No,No,طويق,West of Riyadh,1330000.0,3333.333333333333
E,4,2,4,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,Yes,No,No,ظهرة نمار,West of Riyadh,1650000.0,5500.0
S,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,أحد,South of Riyadh,1000000.0,4000.0
W,5,4,5,20,Yes,0,Yes,Yes,No,Yes,Yes,Yes,No,420,2,Yes,Yes,No,No,No,قرطبة,East of Riyadh,3200000.0,7619.047619047619
E,7,2,5,15,Yes,0,No,Yes,No,Yes,No,Yes,Yes,230,0,Yes,No,No,No,No,الدار البيضاء,South of Riyadh,890000.0,3869.565217391305
E,5,3,5,16,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,1,Yes,No,Yes,No,Yes,طويق,West of Riyadh,1325000.0,4416.666666666667
E,4,4,3,23,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,الشفا,South of Riyadh,1100000.0,4400.0
W,5,3,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,النرجس,North of Riyadh,2550000.0,8500.0
E,4,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,240,0,Yes,No,No,No,No,العزيزية,South of Riyadh,850000.0,3541.6666666666665
S,7,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,No,No,400,0,Yes,No,No,No,No,العريجاء الوسطى,West of Riyadh,680000.0,1700.0
E,3,1,4,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,360,0,No,No,No,No,No,عكاظ,South of Riyadh,920000.0,2555.555555555556
S,5,3,5,30,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,270,0,Yes,No,No,No,No,الحزم,West of Riyadh,1030000.0,3814.814814814815
E,5,2,5,15,No,15,No,No,Yes,Yes,Yes,Yes,Yes,375,1,No,No,No,No,No,الدار البيضاء,South of Riyadh,550000.0,1466.6666666666667
N,5,2,5,20,Yes,0,Yes,No,Yes,Yes,Yes,No,No,330,1,No,No,No,No,No,المونسية,East of Riyadh,2400000.0,7272.727272727273
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,215,0,Yes,No,No,No,No,بدر,South of Riyadh,880000.0,4093.0232558139537
S,5,1,5,16,Yes,0,No,No,Yes,Yes,Yes,Yes,No,440,2,Yes,Yes,No,No,No,المعيزيلة,East of Riyadh,2350000.0,5340.909090909091
W,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,بدر,South of Riyadh,1150000.0,3833.3333333333335
S,5,2,5,25,No,0,No,No,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4800.0
E,7,5,5,20,No,0,No,Yes,Yes,Yes,Yes,No,No,576,4,No,No,No,No,No,مطار الملك خالد الدولي,North of Riyadh,1800000.0,3125.0
N,3,2,5,25,Yes,0,No,No,Yes,Yes,Yes,Yes,No,390,2,Yes,No,No,No,No,النهضة,East of Riyadh,2000000.0,5128.205128205128
E,1,2,5,19,No,0,Yes,No,Yes,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1250000.0,5000.0
S,5,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,350,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1150000.0,3285.714285714286
SW,4,2,5,16,Yes,31,Yes,No,Yes,Yes,Yes,Yes,No,420,0,Yes,No,Yes,No,No,السويدي,West of Riyadh,1100000.0,2619.0476190476197
N,5,2,5,20,No,0,No,No,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4000.0
NE,4,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,No,264,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3000000.0,11363.636363636364
N,5,1,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,200,0,No,No,No,No,No,ظهرة لبن,West of Riyadh,1200000.0,6000.0
N,4,2,4,15,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,No,350,0,Yes,No,Yes,No,No,الملقا,North of Riyadh,3500000.0,10000.0
E,4,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,Yes,No,No,No,طويق,West of Riyadh,1050000.0,5250.0
N,5,2,5,15,No,0,No,No,No,Yes,No,Yes,No,350,2,Yes,Yes,No,No,No,المونسية,East of Riyadh,2000000.0,5714.285714285715
NW,5,1,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,385,2,Yes,No,No,No,No,المونسية,East of Riyadh,2750000.0,7142.857142857143
N,5,2,5,20,No,4,No,No,Yes,Yes,Yes,Yes,Yes,312,2,No,No,No,No,No,الدار البيضاء,South of Riyadh,1100000.0,3525.641025641026
W,4,2,4,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,250,0,Yes,Yes,No,No,No,الرمال,East of Riyadh,1300000.0,5200.0
N,4,3,5,20,No,0,No,No,Yes,Yes,Yes,Yes,No,380,2,No,No,No,No,No,طويق,West of Riyadh,1600000.0,4210.526315789473
W,5,2,5,15,Yes,0,No,Yes,No,Yes,No,Yes,Yes,360,2,Yes,No,Yes,No,No,طويق,West of Riyadh,1550000.0,4305.555555555556
N,5,2,5,19,Yes,0,No,No,No,Yes,No,No,Yes,300,0,No,No,No,No,No,عكاظ,South of Riyadh,1065000.0,3550.0
E,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1200000.0,4800.0
E,6,3,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,281,0,Yes,Yes,No,No,No,المهدية,West of Riyadh,2400000.0,8540.925266903914
S,5,2,4,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,475,2,Yes,No,No,No,No,الرمال,East of Riyadh,2000450.0,4211.473684210527
S,5,3,4,15,Yes,0,Yes,No,No,Yes,No,Yes,No,210,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2350000.0,11190.47619047619
N,5,3,5,19,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,360,1,Yes,No,No,No,No,عكاظ,South of Riyadh,1300000.0,3611.1111111111113
N,5,3,5,15,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,1,Yes,No,No,Yes,No,طويق,West of Riyadh,1400000.0,4666.666666666667
N,5,5,5,18,No,0,No,No,Yes,Yes,No,Yes,Yes,210,0,Yes,No,No,No,No,طيبة,South of Riyadh,810000.0,3857.142857142857
W,4,3,5,16,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,310,2,Yes,Yes,No,No,No,السعادة,East of Riyadh,1800000.0,5806.451612903225
W,5,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1140000.0,3800.0
N,4,2,5,15,Yes,0,No,No,No,Yes,No,Yes,No,333,0,Yes,Yes,No,No,No,الرمال,East of Riyadh,1850000.0,5555.555555555556
S,4,2,5,18,No,0,No,Yes,Yes,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1100000.0,4400.0
N,4,1,4,15,No,7,No,Yes,Yes,Yes,Yes,Yes,No,400,3,No,No,No,No,No,طويق,West of Riyadh,1500000.0,3750.0
S,4,1,5,20,Yes,0,Yes,Yes,No,Yes,Yes,Yes,No,312,0,Yes,No,No,Yes,No,النرجس,North of Riyadh,3100000.0,9935.897435897436
E,4,1,4,20,No,7,No,No,Yes,Yes,Yes,Yes,No,440,3,No,No,No,No,No,المونسية,East of Riyadh,2800000.0,6363.636363636364
Three Street,5,3,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,375,0,Yes,No,No,No,No,طويق,West of Riyadh,1400000.0,3733.3333333333335
N,5,2,5,21,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,390,2,Yes,No,No,No,No,طويق,West of Riyadh,1650000.0,4230.769230769231
N,3,3,5,22,No,10,No,No,No,Yes,No,Yes,No,308,3,No,No,No,No,No,عليشة,West of Riyadh,1200000.0,3896.103896103896
S,4,1,4,15,No,0,Yes,No,No,Yes,Yes,Yes,No,262,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,2950000.0,11259.541984732825
N,5,1,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,450,2,Yes,No,No,No,No,طويق,West of Riyadh,2100000.0,4666.666666666667
E,4,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,362,2,Yes,No,No,No,No,القادسية,East of Riyadh,1800000.0,4972.375690607735
N,5,5,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,1001000.0,5005.0
S,4,1,5,20,Yes,6,Yes,No,No,Yes,No,Yes,No,400,2,Yes,No,No,No,No,الملقا,North of Riyadh,3250000.0,8125.0
S,3,2,3,19,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,No,No,No,No,No,الحزم,West of Riyadh,900000.0,4500.0
W,4,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,375,2,No,Yes,No,No,No,النهضة,East of Riyadh,2150000.0,5733.333333333333
S,4,4,3,15,Yes,0,Yes,No,No,Yes,No,No,No,312,1,Yes,No,No,No,No,المونسية,East of Riyadh,2200000.0,7051.282051282052
S,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,275,0,Yes,No,No,No,No,بدر,South of Riyadh,900000.0,3272.7272727272725
S,3,2,4,19,Yes,0,No,Yes,No,Yes,No,Yes,No,300,1,Yes,No,No,No,No,طويق,West of Riyadh,1250000.0,4166.666666666667
E,5,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,No,360,1,Yes,No,No,No,No,الرمال,East of Riyadh,1750000.0,4861.111111111111
N,3,1,4,15,No,3,No,No,No,Yes,Yes,Yes,No,325,1,No,No,No,No,No,طويق,West of Riyadh,1000000.0,3076.923076923077
N,4,1,4,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,مطار الملك خالد الدولي,North of Riyadh,1550000.0,5166.666666666667
E,5,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,360,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,4000000.0,11111.111111111111
N,5,1,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,435,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,4600000.0,10574.71264367816
E,5,2,5,19,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,285,0,Yes,No,Yes,No,No,طيبة,South of Riyadh,950000.0,3333.333333333333
N,4,3,5,15,Yes,8,Yes,No,Yes,Yes,Yes,Yes,No,450,0,Yes,Yes,Yes,Yes,No,الياسمين,North of Riyadh,4700000.0,10444.444444444443
S,4,2,5,25,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,270,0,Yes,No,No,No,No,الحزم,West of Riyadh,1050000.0,3888.8888888888887
W,4,3,4,22,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,375,0,Yes,No,No,No,No,القادسية,East of Riyadh,2200000.0,5866.666666666667
S,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,Yes,No,عكاظ,South of Riyadh,1000000.0,3333.333333333333
